episode,timestep,reward,waiting_time,mean_speed,elapsed_s
1,720,-241.39,75.7602,0.8354,109.96
2,1440,-443.76,153.1198,0.7339,161.35
3,2160,-56.96,26.9204,1.1869,224.62
4,2880,-181.14,38.2177,0.4331,316.63
5,3600,-196.98,25.0,1.3324,399.06
6,4320,-35.24,10.9268,1.671,465.84
7,5040,-88.57,33.0473,0.7259,531.75
8,5760,-93.99,8.547,1.3371,599.25
9,6480,-31.67,30.9829,0.6253,664.88
10,7200,-28.31,21.4667,1.7016,723.62
11,7920,-20.32,17.0,3.2745,773.06
12,8640,-12.03,10.3514,0.9575,819.43
13,9360,-9.81,7.3171,4.0741,862.24
14,10080,-16.99,26.2,4.3835,908.16
15,10800,-8.53,3.3448,5.1802,949.59
16,11520,-8.56,3.25,5.0306,990.63
17,12240,-8.56,2.1923,6.7345,1031.53
18,12960,-9.47,4.4333,4.0354,1072.94
19,13680,-7.99,1.1818,5.513,1115.31
20,14400,-8.38,7.1667,7.0849,1154.74
21,15120,-8.38,6.9259,4.8633,1193.58
22,15840,-8.81,1.4444,4.7053,1231.63
23,16560,-8.08,5.35,3.7791,1266.4
24,17280,-8.52,0.9524,6.6382,1372.82
25,18000,-8.35,1.0,7.494,1492.1
26,18720,-8.02,3.6,4.7532,1613.44
27,19440,-7.91,0.5926,8.4102,1736.31
28,20160,-7.88,0.9333,9.3235,1848.04
29,20880,-8.01,0.4545,8.0084,1969.66
30,21600,-7.68,3.85,7.8815,2095.04
31,22320,-7.78,1.4667,7.0023,2223.72
32,23040,-8.34,2.5667,5.46,2366.53
33,23760,-7.94,1.0,5.6408,2496.44
34,24480,-7.54,0.9,6.4279,2633.07
35,25200,-8.03,0.3889,9.0515,2764.63
36,25920,-7.54,0.1667,8.5058,2904.73
37,26640,-7.38,0.6471,8.3099,3039.51
38,27360,-7.36,2.6522,6.4234,3168.9
39,28080,-7.32,0.4286,9.8947,3290.44
40,28800,-7.63,0.7059,9.1749,3412.5
41,29520,-7.38,0.8889,7.7013,3531.28
42,30240,-7.49,0.5,8.8007,3652.06
43,30960,-7.36,0.0,8.86,3769.55
44,31680,-7.28,2.5556,6.9642,3880.17
45,32400,-7.29,0.3889,8.1589,4004.27
46,33120,-7.36,0.7143,9.7589,4121.44
47,33840,-7.28,0.3333,8.7034,4239.45
48,34560,-7.26,0.3077,10.8895,4365.17
49,35280,-7.26,0.85,8.3394,4485.68
50,36000,-7.25,0.8947,8.4654,4618.73
51,36720,-7.32,0.7,7.117,4737.22
52,37440,-7.27,0.2222,8.0048,4850.46
53,38160,-7.28,0.2143,9.8842,4979.27
54,38880,-7.26,0.8125,7.6038,5107.65
55,39600,-7.24,0.0,10.914,5238.25
56,40320,-7.2,1.1111,9.4457,5315.07
57,41040,-7.22,0.4667,9.1134,5358.38
58,41760,-7.24,0.3529,9.612,5403.44
59,42480,-7.22,0.3077,10.9098,5445.13
60,43200,-7.27,4.4286,5.9502,5488.59
61,43920,-7.18,0.6,8.1565,5529.54
62,44640,-7.24,0.6429,8.6722,5586.2
63,45360,-7.24,0.3529,8.4191,5626.37
64,46080,-7.24,0.4286,10.3464,5662.55
65,46800,-7.2,0.5333,10.1056,5700.84
66,47520,-7.29,1.1333,9.0357,5740.65
67,48240,-7.34,0.2353,9.3195,5780.46
68,48960,-7.29,0.6923,9.9777,5819.19
69,49680,-7.26,0.2143,7.2907,5859.39
70,50400,-7.24,0.1667,10.2324,5899.82
71,51120,-7.2,1.8462,8.808,5941.28
72,51840,-7.22,0.8125,7.7436,5982.99
73,52560,-7.26,0.4118,9.4359,6022.28
