episode,timestep,reward,waiting_time,mean_speed,elapsed_s
1,720,-61.38,75.7602,0.8354,110.72
2,1440,-39.64,153.1198,0.7339,161.68
3,2160,-57.61,26.9204,1.1869,225.11
4,2880,-52.32,38.2177,0.4331,317.17
5,3600,-48.38,25.0,1.3324,399.56
6,4320,-22.83,10.9268,1.671,466.43
7,5040,-86.62,33.0473,0.7259,532.23
8,5760,-33.09,8.547,1.3371,599.74
9,6480,-38.26,30.9829,0.6253,665.42
10,7200,-14.48,21.4667,1.7016,724.33
11,7920,-11.29,17.0,3.2745,773.53
12,8640,-9.28,10.3514,0.9575,820.04
13,9360,-14.02,7.3171,4.0741,862.87
14,10080,-18.15,26.2,4.3835,908.67
15,10800,-8.4,3.3448,5.1802,950.11
16,11520,-9.98,3.25,5.0306,991.23
17,12240,-8.95,2.1923,6.7345,1032.16
18,12960,-10.05,4.4333,4.0354,1073.53
19,13680,-10.77,1.1818,5.513,1115.84
20,14400,-8.61,7.1667,7.0849,1155.28
21,15120,-10.4,6.9259,4.8633,1194.15
22,15840,-8.74,1.4444,4.7053,1232.16
23,16560,-8.67,5.35,3.7791,1266.86
24,17280,-8.31,0.9524,6.6382,1374.58
25,18000,-8.45,1.0,7.494,1493.9
26,18720,-8.42,3.6,4.7532,1615.11
27,19440,-8.36,0.5926,8.4102,1737.71
28,20160,-8.51,0.9333,9.3235,1849.65
29,20880,-7.95,0.4545,8.0084,1971.35
30,21600,-7.87,3.85,7.8815,2096.98
31,22320,-7.95,1.4667,7.0023,2225.84
32,23040,-8.02,2.5667,5.46,2368.72
33,23760,-8.0,1.0,5.6408,2498.13
34,24480,-7.69,0.9,6.4279,2635.15
35,25200,-7.68,0.3889,9.0515,2766.45
36,25920,-7.46,0.1667,8.5058,2906.49
37,26640,-7.39,0.6471,8.3099,3041.63
38,27360,-7.88,2.6522,6.4234,3170.66
39,28080,-7.42,0.4286,9.8947,3292.33
40,28800,-7.38,0.7059,9.1749,3414.55
41,29520,-7.46,0.8889,7.7013,3532.9
42,30240,-7.47,0.5,8.8007,3653.82
43,30960,-7.38,0.0,8.86,3771.13
44,31680,-7.87,2.5556,6.9642,3881.76
45,32400,-7.37,0.3889,8.1589,4005.91
46,33120,-7.36,0.7143,9.7589,4123.1
47,33840,-7.37,0.3333,8.7034,4242.74
48,34560,-7.34,0.3077,10.8895,4367.06
49,35280,-7.35,0.85,8.3394,4488.88
50,36000,-7.36,0.8947,8.4654,4620.51
51,36720,-7.64,0.7,7.117,4738.97
52,37440,-7.58,0.2222,8.0048,4852.22
53,38160,-7.59,0.2143,9.8842,4981.12
54,38880,-7.59,0.8125,7.6038,5109.84
55,39600,-7.7,0.0,10.914,5240.06
56,40320,-7.67,1.1111,9.4457,5315.78
57,41040,-7.43,0.4667,9.1134,5358.97
58,41760,-7.35,0.3529,9.612,5404.04
59,42480,-7.22,0.3077,10.9098,5445.77
60,43200,-7.88,4.4286,5.9502,5489.22
61,43920,-7.27,0.6,8.1565,5530.17
62,44640,-7.28,0.6429,8.6722,5586.98
63,45360,-7.3,0.3529,8.4191,5627.25
64,46080,-7.28,0.4286,10.3464,5663.21
65,46800,-7.28,0.5333,10.1056,5701.6
66,47520,-7.36,1.1333,9.0357,5741.28
67,48240,-7.3,0.2353,9.3195,5781.16
68,48960,-7.3,0.6923,9.9777,5819.89
69,49680,-7.67,0.2143,7.2907,5860.12
70,50400,-7.68,0.1667,10.2324,5900.55
71,51120,-7.64,1.8462,8.808,5941.99
72,51840,-7.51,0.8125,7.7436,5983.58
73,52560,-7.49,0.4118,9.4359,6022.98
74,53280,-7.84,2.7143,8.1098,6063.5
75,54000,-7.38,1.0,10.6634,6106.12
76,54720,-7.99,1.0,7.78,6148.31
