episode,timestep,reward,waiting_time,mean_speed,elapsed_s
77,55440,-7.37,0.5263,8.8612,6191.51
78,56160,-7.42,0.3571,10.0052,6232.89
79,56880,-7.43,0.3125,8.8095,6275.15
80,57600,-7.35,0.2308,10.534,6321.89
81,58320,-7.28,0.5333,10.0581,6364.53
82,59040,-7.28,0.2,9.6785,6409.7
83,59760,-7.34,1.1429,9.8853,6450.7
84,60480,-7.28,0.0,11.1622,6490.67
85,61200,-7.26,0.0,10.945,6531.84
86,61920,-7.28,0.9231,8.5313,6577.81
87,62640,-7.22,0.5,11.9786,6619.52
88,63360,-7.22,0.6667,10.4793,6663.94
89,64080,-7.37,0.2,8.6314,6699.97
90,64800,-7.27,0.0,11.863,6739.69
91,65520,-7.35,1.2143,8.2213,6782.04
92,66240,-7.3,0.4706,9.7502,6826.95
93,66960,-7.31,0.8235,8.0119,6871.6
94,67680,-7.34,1.1765,7.5896,6915.32
95,68400,-7.18,0.6923,8.7553,6957.55
96,69120,-7.31,1.0714,8.1702,7001.13
97,69840,-7.24,2.0,8.8154,7046.69
98,70560,-7.35,0.3571,9.4337,7093.43
99,71280,-7.3,0.2143,10.4094,7137.47
100,72000,-7.33,0.3125,7.8946,7174.22
101,72720,-7.22,0.0,12.7211,7214.42
102,73440,-7.29,0.0,10.2735,7258.55
103,74160,-7.26,0.0,9.7888,7304.57
104,74880,-7.43,0.3889,6.6501,7347.92
105,75600,-7.33,0.3077,8.3103,7390.46
106,76320,-7.22,0.2941,8.0945,7436.78
107,77040,-7.25,0.7333,8.5667,7478.61
108,77760,-7.24,1.4615,7.0994,7520.17
109,78480,-7.26,0.0625,10.1943,7561.98
110,79200,-7.26,0.0,8.9516,7604.71
111,79920,-7.27,0.4167,10.6819,7646.04
112,80640,-7.4,0.0,11.6821,7686.22
113,81360,-7.44,0.4,9.3716,7727.76
114,82080,-7.36,1.1765,8.434,7767.84
115,82800,-7.39,0.8824,9.9792,7810.87
116,83520,-7.25,0.2353,8.9221,7852.18
117,84240,-7.38,0.2632,6.4204,7895.44
118,84960,-7.32,0.5,9.279,7937.43
119,85680,-7.22,0.3333,11.417,7978.25
120,86400,-7.18,0.0,11.7731,8020.21
121,87120,-7.27,0.0,9.8781,8060.64
122,87840,-7.2,0.3333,10.4184,8105.91
123,88560,-7.39,0.7778,9.144,8151.93
124,89280,-7.24,0.0,10.7203,8192.63
125,90000,-7.26,0.375,9.2026,8249.32
126,90720,-7.26,0.2857,9.5395,8380.51
127,91440,-7.82,1.8333,6.6635,8497.1
128,92160,-7.36,1.1765,9.0288,8618.02
129,92880,-7.41,0.3333,8.9338,8737.35
130,93600,-7.27,0.0,10.2869,8847.14
131,94320,-7.34,1.0588,7.0779,8961.2
132,95040,-7.27,0.0,7.9955,9073.11
133,95760,-7.33,0.8125,7.6045,9191.79
134,96480,-7.22,0.2308,11.0861,9306.43
135,97200,-7.31,0.2667,8.0324,9425.64
136,97920,-7.3,1.0,7.4645,9544.1
137,98640,-7.31,0.5294,7.7671,9663.41
138,99360,-7.45,0.6471,9.7078,9782.12
139,100080,-7.28,0.0,10.471,9897.53
140,100800,-7.38,1.2778,8.6177,10013.54
141,101520,-7.27,0.7143,8.0877,10130.5
142,102240,-7.3,0.0,10.8252,10251.46
143,102960,-7.32,1.3333,5.8499,10370.73
144,103680,-7.35,1.2857,8.398,10490.74
145,104400,-7.3,1.0,8.8756,10606.35
146,105120,-7.28,0.3529,6.9436,10722.53
147,105840,-7.23,0.75,7.4547,10840.75
148,106560,-7.25,0.5625,7.8809,10957.44
149,107280,-7.23,0.25,7.8023,11076.92
150,108000,-7.22,0.3571,9.5358,11190.85
151,108720,-7.25,0.8,7.8895,11309.53
152,109440,-7.3,0.3125,8.8858,11429.06
153,110160,-7.67,0.8333,6.7381,11546.9
154,110880,-7.27,0.5714,9.1905,11591.72
155,111600,-7.32,1.1875,8.6082,11624.12
156,112320,-7.23,0.6429,9.0524,11663.98
157,113040,-7.31,1.0667,7.6843,11696.26
158,113760,-7.3,0.2857,9.5056,11731.81
159,114480,-7.39,1.2143,10.7868,11765.09
160,115200,-7.31,0.5882,7.8667,11804.28
161,115920,-7.3,0.2353,9.4422,11847.88
162,116640,-7.32,1.0526,7.68,11886.12
163,117360,-7.37,1.2941,8.8276,11918.63
164,118080,-7.28,0.4,9.2228,11950.49
165,118800,-7.3,1.1667,8.5677,11985.26
166,119520,-7.22,0.0,8.9057,12024.56
167,120240,-7.18,0.7333,9.3804,12069.31
168,120960,-7.25,0.0,9.2591,12111.7
169,121680,-7.25,0.6667,8.4285,12153.92
170,122400,-7.22,0.7333,8.6805,12195.92
171,123120,-7.26,1.0909,7.4008,12237.3
172,123840,-7.27,0.7333,10.0715,12274.9
173,124560,-7.22,0.0,11.0447,12317.97
174,125280,-7.27,0.1429,10.188,12360.79
175,126000,-7.2,0.5455,11.7082,12403.23
176,126720,-7.34,0.8667,8.1909,12443.85
177,127440,-7.18,5.4615,8.8841,12481.8
178,128160,-7.3,0.0,10.0492,12522.6
179,128880,-7.24,0.95,7.9086,12563.66
180,129600,-7.26,0.0,10.9667,12602.68
181,130320,-7.29,0.3158,8.1498,12644.22
182,131040,-7.3,0.2632,8.0291,12681.05
183,131760,-7.26,0.4167,7.9948,12719.16
184,132480,-7.27,0.4375,9.6994,12757.07
185,133200,-7.24,0.0,8.4402,12800.28
186,133920,-7.3,0.0,10.3279,12841.87
187,134640,-7.18,0.3571,10.8905,12883.2
188,135360,-7.35,1.4,8.1519,12924.13
189,136080,-7.22,0.4615,10.086,12963.76
190,136800,-7.24,0.8125,7.2624,13002.7
191,137520,-7.25,0.5385,10.4242,13039.75
192,138240,-7.5,0.4615,8.5908,13079.17
193,138960,-7.33,0.7647,7.4272,13119.17
194,139680,-7.29,0.5625,9.6684,13158.96
195,140400,-7.26,0.2143,10.9184,13196.22
196,141120,-7.26,0.4706,8.7296,13234.46
197,141840,-7.18,0.1333,9.6291,13272.92
198,142560,-7.26,1.125,6.984,13313.52
199,143280,-7.2,0.4545,10.9509,13353.28
200,144000,-7.25,0.2,9.1906,13389.89
201,144720,-7.22,0.0,11.9731,13428.15
202,145440,-7.26,0.2778,8.5452,13495.31
203,146160,-7.25,0.3333,9.5323,13560.48
204,146880,-7.24,0.6154,9.0725,13605.82
205,147600,-7.18,0.25,10.9636,13641.47
206,148320,-7.34,0.75,7.547,13677.11
207,149040,-7.36,0.4286,9.935,13712.24
208,149760,-7.2,0.0,11.6143,13749.49
