episode,timestep,reward,waiting_time,mean_speed,elapsed_s
152,109440,-7.3,0.3125,8.8858,11429.84
153,110160,-7.26,0.8333,6.7381,11547.64
154,110880,-7.34,0.5714,9.1905,11592.14
155,111600,-7.25,1.1875,8.6082,11624.54
156,112320,-7.19,0.6429,9.0524,11664.33
157,113040,-7.29,1.0667,7.6843,11696.51
158,113760,-7.33,0.2857,9.5056,11732.12
159,114480,-7.3,1.2143,10.7868,11765.42
160,115200,-7.24,0.5882,7.8667,11804.56
161,115920,-7.25,0.2353,9.4422,11848.22
162,116640,-7.44,1.0526,7.68,11886.44
163,117360,-7.22,1.2941,8.8276,11918.91
164,118080,-7.25,0.4,9.2228,11950.71
165,118800,-7.34,1.1667,8.5677,11985.52
166,119520,-7.25,0.0,8.9057,12024.84
167,120240,-7.52,0.7333,9.3804,12069.59
168,120960,-7.24,0.0,9.2591,12111.98
169,121680,-7.27,0.6667,8.4285,12154.32
170,122400,-7.25,0.7333,8.6805,12196.26
171,123120,-7.93,1.0909,7.4008,12237.61
172,123840,-7.24,0.7333,10.0715,12275.13
173,124560,-7.26,0.0,11.0447,12318.21
174,125280,-7.3,0.1429,10.188,12361.05
175,126000,-7.26,0.5455,11.7082,12403.47
176,126720,-7.25,0.8667,8.1909,12444.13
177,127440,-7.22,5.4615,8.8841,12482.1
178,128160,-7.24,0.0,10.0492,12522.92
179,128880,-7.53,0.95,7.9086,12564.09
180,129600,-7.18,0.0,10.9667,12602.89
181,130320,-7.24,0.3158,8.1498,12644.53
182,131040,-7.27,0.2632,8.0291,12681.26
183,131760,-7.25,0.4167,7.9948,12719.39
184,132480,-7.22,0.4375,9.6994,12757.45
185,133200,-7.33,0.0,8.4402,12800.64
186,133920,-7.24,0.0,10.3279,12842.11
187,134640,-7.26,0.3571,10.8905,12883.52
188,135360,-7.23,1.4,8.1519,12924.39
189,136080,-7.24,0.4615,10.086,12963.98
190,136800,-7.35,0.8125,7.2624,13002.89
191,137520,-7.2,0.5385,10.4242,13040.0
192,138240,-7.2,0.4615,8.5908,13079.46
193,138960,-7.36,0.7647,7.4272,13119.41
194,139680,-7.37,0.5625,9.6684,13159.21
195,140400,-7.23,0.2143,10.9184,13196.52
196,141120,-7.22,0.4706,8.7296,13234.76
197,141840,-7.31,0.1333,9.6291,13273.14
198,142560,-7.36,1.125,6.984,13313.74
199,143280,-7.22,0.4545,10.9509,13353.54
200,144000,-7.25,0.2,9.1906,13390.24
201,144720,-7.24,0.0,11.9731,13428.42
202,145440,-7.22,0.2778,8.5452,13495.91
203,146160,-7.22,0.3333,9.5323,13560.8
204,146880,-7.26,0.6154,9.0725,13606.08
205,147600,-7.29,0.25,10.9636,13641.69
206,148320,-7.29,0.75,7.547,13677.33
207,149040,-7.24,0.4286,9.935,13712.49
208,149760,-7.24,0.0,11.6143,13749.75
