episode,timestep,reward,waiting_time,mean_speed,elapsed_s
1,720,-50.87,5087.0,0.0382,44.78
2,1440,-25.42,2542.0,0.0123,95.75
3,2160,-79.02,7902.0,0.0687,138.5
4,2880,-38.92,3892.0,0.0079,177.91
5,3600,-43.88,4388.0,0.0,216.81
6,4320,-29.39,2939.0,0.0607,258.74
7,5040,-8.43,843.0,0.1002,309.39
8,5760,-19.03,1903.0,0.0957,344.82
9,6480,-5.72,572.0,0.0257,373.31
10,7200,-36.42,3642.0,0.1161,405.84
11,7920,-1.82,182.0,0.2281,429.96
12,8640,-8.5,850.0,0.1882,454.12
13,9360,-23.89,2389.0,0.1242,474.26
14,10080,-2.99,299.0,0.182,493.72
15,10800,-0.73,73.0,0.016,513.92
16,11520,-3.21,321.0,0.0,532.41
17,12240,-0.24,24.0,0.2425,555.99
18,12960,-37.14,3714.0,0.0,583.81
19,13680,-0.36,36.0,0.3557,609.51
20,14400,-0.52,52.0,0.0,635.2
21,15120,-3.72,372.0,0.0,662.89
22,15840,-0.05,5.0,0.0,687.47
23,16560,-0.23,23.0,0.0379,706.99
24,17280,-0.23,23.0,0.0137,726.23
25,18000,-1.46,146.0,0.0003,746.8
26,18720,-0.03,3.0,0.1724,766.09
27,19440,-3.88,388.0,0.0,782.72
28,20160,0.0,0.0,0.1691,800.26
29,20880,0.0,0.0,0.3627,818.79
30,21600,-0.05,5.0,0.0,836.15
31,22320,0.0,0.0,1.0,852.24
32,23040,-0.03,3.0,0.1791,873.1
33,23760,-190.16,19016.0,0.107,896.01
34,24480,0.0,0.0,0.1567,916.62
35,25200,-0.06,6.0,0.0,937.79
36,25920,0.0,0.0,0.2264,957.53
37,26640,0.0,0.0,1.0,979.27
38,27360,-0.94,94.0,0.0676,999.62
39,28080,0.0,0.0,0.203,1019.34
40,28800,-0.03,3.0,0.0006,1039.11
41,29520,-0.55,55.0,0.0,1054.84
42,30240,-0.05,5.0,0.0,1069.13
43,30960,0.0,0.0,0.1656,1083.62
44,31680,-1.11,111.0,0.0,1097.74
45,32400,-0.05,5.0,0.0,1112.86
46,33120,0.0,0.0,0.2046,1130.01
47,33840,-0.05,5.0,0.0,1145.66
48,34560,-0.0,0.0,0.1361,1165.49
49,35280,-0.05,5.0,0.0,1182.33
50,36000,-0.0,0.0,0.1981,1198.19
51,36720,-0.05,5.0,0.0,1212.15
52,37440,0.0,0.0,0.2354,1228.43
53,38160,-0.01,1.0,0.3193,1243.37
54,38880,0.0,0.0,1.0,1257.98
55,39600,0.0,0.0,0.1994,1277.35
56,40320,0.0,0.0,1.0,1300.79
57,41040,-0.03,3.0,0.0001,1322.11
58,41760,-0.03,3.0,0.0001,1343.21
59,42480,-0.0,0.0,1.0,1364.02
60,43200,-0.0,0.0,0.1324,1382.35
61,43920,-0.0,0.0,0.1501,1401.83
62,44640,-0.0,0.0,1.0,1419.25
63,45360,-0.0,0.0,0.1825,1438.02
64,46080,0.0,0.0,0.2405,1454.49
65,46800,-0.05,5.0,0.0,1476.03
66,47520,0.0,0.0,1.0,1494.04
67,48240,0.0,0.0,0.1721,1511.6
68,48960,-0.06,6.0,0.0,1524.9
69,49680,-0.0,0.0,1.0,1540.04
70,50400,0.0,0.0,0.1573,1557.42
71,51120,-0.0,0.0,0.2724,1581.27
72,51840,-0.0,0.0,0.1876,1610.17
73,52560,-0.0,0.0,1.0,1632.35
74,53280,-0.0,0.0,1.0,1654.19
75,54000,-0.0,0.0,0.1645,1677.84
76,54720,-0.0,0.0,1.0,1704.04
77,55440,0.0,0.0,0.2039,1728.83
78,56160,-0.0,0.0,0.1519,1755.48
79,56880,0.0,0.0,1.0,1781.63
80,57600,-0.0,0.0,1.0,1805.14
81,58320,-0.05,5.0,0.0,1833.04
82,59040,0.0,0.0,0.1892,1856.02
83,59760,-0.0,0.0,0.1628,1883.94
84,60480,-0.0,0.0,0.1774,1906.28
85,61200,-0.0,0.0,0.1787,1929.03
86,61920,0.0,0.0,0.1664,1952.32
87,62640,-0.0,0.0,0.2071,1975.17
88,63360,-0.04,4.0,0.0,1996.56
89,64080,-0.0,0.0,0.1662,2017.93
90,64800,-0.04,4.0,0.0001,2039.59
91,65520,-0.05,5.0,0.0,2061.29
92,66240,-0.05,5.0,0.0,2082.78
93,66960,-0.0,0.0,1.0,2104.3
94,67680,-0.0,0.0,0.1478,2125.74
95,68400,-0.0,0.0,0.1641,2147.45
96,69120,-0.04,4.0,0.0,2170.08
97,69840,0.0,0.0,0.1276,2191.58
98,70560,-0.04,4.0,0.0001,2213.19
99,71280,-0.05,5.0,0.0,2235.02
100,72000,-0.0,0.0,1.0,2256.59
101,72720,-0.0,0.0,1.0,2277.95
102,73440,-0.06,6.0,0.0,2299.39
103,74160,-0.05,5.0,0.0,2321.2
104,74880,-0.0,0.0,1.0,2342.74
105,75600,0.0,0.0,0.1944,2364.22
106,76320,-0.04,4.0,0.0,2385.6
107,77040,0.0,0.0,0.2063,2407.04
108,77760,0.0,0.0,0.1199,2428.43
109,78480,0.0,0.0,0.1881,2450.12
110,79200,-0.04,4.0,0.0,2472.82
111,79920,-0.0,0.0,0.2458,2494.19
112,80640,0.0,0.0,0.1626,2515.61
113,81360,-0.0,0.0,0.1516,2537.12
114,82080,-0.04,4.0,0.0001,2558.51
115,82800,0.0,0.0,0.1785,2579.88
116,83520,-0.04,4.0,0.0,2601.54
117,84240,-0.0,0.0,0.1266,2622.83
118,84960,-0.05,5.0,0.0,2644.18
119,85680,0.0,0.0,0.2301,2665.55
120,86400,0.0,0.0,0.1891,2687.04
121,87120,-0.06,6.0,0.0,2708.48
122,87840,0.0,0.0,0.2568,2729.94
123,88560,0.0,0.0,0.2784,2751.39
124,89280,-0.0,0.0,0.2114,2773.5
125,90000,-0.04,4.0,0.0001,2795.21
126,90720,-0.0,0.0,0.1939,2816.41
127,91440,-0.0,0.0,0.0846,2838.06
128,92160,-0.0,0.0,0.2389,2859.59
129,92880,0.0,0.0,0.18,3348.91
