episode,timestep,reward,waiting_time,mean_speed,elapsed_s
50,36000,0.0,0.0,1.0,1198.19
51,36720,-0.0,0.0,0.9232,1212.15
52,37440,-0.02,2.0,0.0018,1228.43
53,38160,-0.15,15.0,0.0,1243.37
54,38880,-0.0,0.0,0.9237,1257.98
55,39600,-0.03,3.0,0.047,1277.35
56,40320,0.0,0.0,0.9708,1300.79
57,41040,-0.0,0.0,0.9675,1322.11
58,41760,-0.0,0.0,0.9102,1343.21
59,42480,0.0,0.0,0.9966,1364.02
60,43200,0.0,0.0,1.0,1382.35
61,43920,-0.02,2.0,0.9604,1401.83
62,44640,-0.0,0.0,0.9979,1419.25
63,45360,-0.04,4.0,0.0048,1438.02
64,46080,-0.0,0.0,1.0,1454.49
65,46800,-0.02,2.0,0.9578,1476.03
66,47520,-0.0,0.0,0.945,1494.04
67,48240,-0.02,2.0,0.0179,1511.6
68,48960,-0.06,6.0,0.4535,1524.9
69,49680,-0.0,0.0,1.0,1540.04
70,50400,-0.0,0.0,1.0,1557.42
71,51120,-0.04,4.0,0.0003,1581.27
72,51840,0.0,0.0,1.0,1610.17
73,52560,-0.0,0.0,0.9558,1632.35
74,53280,-0.0,0.0,0.945,1654.19
75,54000,0.0,0.0,1.0,1677.84
76,54720,-0.0,0.0,1.0,1704.04
77,55440,0.0,0.0,1.0,1728.83
78,56160,0.0,0.0,1.0,1755.48
79,56880,-0.0,0.0,0.9274,1781.62
80,57600,-0.0,0.0,0.9085,1805.14
81,58320,-0.06,6.0,0.7296,1833.04
82,59040,-0.0,0.0,1.0,1856.02
83,59760,-0.0,0.0,1.0,1883.94
84,60480,-0.02,2.0,0.9536,1906.28
85,61200,-0.04,4.0,0.0017,1929.03
86,61920,-0.02,2.0,0.7638,1952.32
87,62640,-0.0,0.0,1.0,1975.17
88,63360,-0.06,6.0,0.6044,1996.56
89,64080,-0.0,0.0,1.0,2017.93
90,64800,-0.06,6.0,0.5651,2039.59
91,65520,-0.14,14.0,0.4172,2061.29
92,66240,-0.15,15.0,0.5612,2082.78
93,66960,-0.0,0.0,0.998,2104.3
94,67680,-0.0,0.0,1.0,2125.74
95,68400,-0.0,0.0,1.0,2147.45
96,69120,0.0,0.0,0.9639,2170.08
97,69840,-0.0,0.0,1.0,2191.58
98,70560,-0.06,6.0,0.4637,2213.19
99,71280,-0.0,0.0,0.9606,2235.02
100,72000,-0.0,0.0,0.9639,2256.59
101,72720,-0.0,0.0,0.9675,2277.95
102,73440,-0.02,2.0,0.9194,2299.39
103,74160,-0.0,0.0,0.9649,2321.2
104,74880,0.0,0.0,1.0,2342.74
105,75600,0.0,0.0,1.0,2364.22
106,76320,-0.0,0.0,0.9755,2385.6
107,77040,-0.0,0.0,1.0,2407.04
108,77760,-0.06,6.0,0.4636,2428.43
109,78480,-0.04,4.0,0.0001,2450.12
110,79200,0.0,0.0,0.9318,2472.82
111,79920,-0.0,0.0,1.0,2494.19
112,80640,-0.0,0.0,1.0,2515.61
113,81360,-0.04,4.0,0.0005,2537.12
114,82080,0.0,0.0,0.9545,2558.51
115,82800,-0.0,0.0,1.0,2579.88
116,83520,-0.12,12.0,0.4195,2601.54
117,84240,-0.0,0.0,1.0,2622.83
118,84960,-0.0,0.0,0.9745,2644.18
119,85680,-0.04,4.0,0.0004,2665.55
120,86400,-0.0,0.0,1.0,2687.04
121,87120,0.0,0.0,0.9796,2708.48
122,87840,-0.0,0.0,1.0,2729.94
123,88560,-0.02,2.0,0.6232,2751.39
124,89280,-0.02,2.0,0.0984,2773.5
125,90000,0.0,0.0,0.9053,2795.21
126,90720,-0.0,0.0,1.0,2816.41
127,91440,-0.0,0.0,1.0,2838.06
128,92160,-0.04,4.0,0.0003,2859.59
129,92880,-0.0,0.0,1.0,3348.91
