episode,timestep,reward,waiting_time,mean_speed,elapsed_s
1,720,-50.87,31.9355,1.4042,232.0
2,1440,-25.42,31.4867,0.7323,499.35
3,2160,-79.02,20.656,1.8015,753.86
4,2880,-38.92,27.1905,1.4518,976.85
5,3600,-43.88,16.8163,2.1852,1171.34
6,4320,-29.39,18.0673,1.7658,1404.7
7,5040,-8.43,14.8308,2.591,1561.96
8,5760,-19.03,13.575,2.8381,1605.65
9,6480,-5.72,12.6415,1.2408,1650.96
10,7200,-36.42,39.9494,1.7654,1709.73
11,7920,-1.82,3.1852,3.8112,1746.65
12,8640,-8.5,16.0676,2.7554,1790.68
13,9360,-23.89,6.0167,3.3659,1827.76
14,10080,-2.99,9.8293,1.4383,1862.63
15,10800,-0.73,2.8108,4.799,1894.79
16,11520,-3.21,11.4118,3.7001,1924.45
17,12240,-0.24,0.8667,5.6379,1952.04
18,12960,-37.14,170.9388,1.6327,1991.33
19,13680,-0.36,0.6154,8.7047,2028.26
20,14400,-0.52,5.6818,5.2007,2061.93
21,15120,-3.72,8.0645,4.7485,2096.81
22,15840,-0.05,2.1667,5.4914,2128.42
23,16560,-0.23,1.8235,8.2816,2165.28
24,17280,-3.89,66.5263,3.2708,2231.21
25,18000,-1.43,9.4333,2.2621,2265.81
26,18720,-45.68,115.6226,2.9062,2301.81
27,19440,-3.11,12.9583,5.5961,2334.13
28,20160,-8.16,33.5862,2.8089,2367.68
29,20880,0.0,0.1,7.7494,2398.49
30,21600,-10.62,57.1053,7.9234,2432.37
31,22320,0.0,2.5789,8.0137,2464.77
32,23040,-0.01,1.2381,7.3337,2499.88
33,23760,-0.92,2.0556,6.4155,2532.22
34,24480,-0.04,0.8667,10.4175,2562.85
35,25200,0.0,0.5556,6.8305,2598.91
36,25920,-0.0,4.381,8.6558,2627.38
37,26640,0.0,0.2941,9.2564,2654.0
38,27360,-0.04,3.1333,3.3249,2682.28
39,28080,-0.38,2.15,7.3785,2708.66
40,28800,-0.04,0.4,6.9329,2732.66
41,29520,-0.01,0.28,8.467,2755.47
42,30240,-0.06,0.5789,8.9241,2778.61
43,30960,-72.83,279.4118,4.4122,2802.48
44,31680,-0.38,0.7391,7.8209,2825.0
45,32400,-0.05,1.75,8.9265,2847.46
