episode,timestep,reward,waiting_time,mean_speed,elapsed_s
125,90000,-262.1501,58.6209,2.3948,2406.78
126,90720,-256.11,333.8462,2.1427,2418.77
127,91440,-311.47,297.2254,1.7195,2431.55
128,92160,-223.4099,473.6456,3.0279,2442.76
129,92880,-247.2,69.4528,2.4473,2454.56
130,93600,-445.13,60.7712,1.7695,2466.66
131,94320,-413.0702,308.095,1.4903,2480.14
132,95040,-236.6301,309.8173,1.6936,2492.5
133,95760,-395.0704,472.85,1.5358,2506.62
134,96480,-478.7699,275.3913,1.6939,2521.17
135,97200,-685.4897,279.1538,1.1269,2536.43
136,97920,-506.9297,408.0582,1.4026,2551.48
137,98640,-362.9301,158.6246,1.7153,2564.22
138,99360,-367.4299,331.76,1.4627,2579.49
139,100080,-168.78,306.7719,3.2228,2589.9
